
央视频道,#genre#
CCTV-5体育,http://112.17.40.140/PLTV/88888888/224/3221226562/index.m3u8
CCTV-5体育,http://39.134.168.91/PLTV/1/224/3221225556/index.m3u8
CCTV-5体育,http://121.31.30.87:8085/ysten-business/live/cctv-5/1.m3u8
CCTV-5体育,http://223.110.241.130:6610/gitv/live1/G_CCTV-5-HQ/G_CCTV-5-HQ/
CCTV-5体育,http://112.17.40.145/PLTV/88888888/224/3221226687/index.m3u8
CCTV-6电影,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/6705015643145867202/1.m3u8?stbId=005301FF00158910000000212621A501&channel-id=shvoolive&Contentid=6705015643145867202&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=6705015643145867202&owchid=shvoolive&owsid=7641431579531463387&AuthInfo=2TOfGIahP4HrGWrHbpJXVGtyhHJPIcRRegoBYBxkr5gU2nvM3aYRu9pk6g1cfGsxitbm7ri6Y%2BkjLjny72IEdjBnss%2Faslq1wPHTyGHeHFYaAuxUDnXfdynLgAo%2FAhgd
CCTV-6电影,http://39.134.66.66/PLTV/88888888/224/3221225488/index.m3u8
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225607/index.m3u8
CCTV-6电影,http://223.110.243.139/PLTV/3/224/3221225548/index.m3u8
CCTV-6电影,http://112.17.40.140/PLTV/88888888/224/3221226433/index.m3u8
CCTV-6电影,http://121.31.30.91:8085/ysten-business/live/cctv-6/1.m3u8
CCTV-6电影,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-6/1.m3u8
CCTV-7军事,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/9021776916726275968/1.m3u8?stbId=005303FF00010060000100E400EDD522&channel-id=shvoolive&Contentid=9021776916726275968&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=9021776916726275968&owchid=shvoolive&owsid=1117721579531499433&AuthInfo=dIshjDc3shv8ei%2BWF5V%2F4V6lf0HKCsUdpGR8CeY5ZvwycVHGQkBt0T4Mgr0s8ldsXtd9fDrW5osGZSl1tYFcN4xKXGPanSFGs4GR6kXBOyjKyNYEmAQ7njzvrMpDpEoy
CCTV-7军事,http://120.221.5.113:8089/PLTV/88888888/224/3221225753/index.m3u8
CCTV-7军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-7军事,http://112.50.243.8/PLTV/88888888/224/3221225927/1.m3u8
CCTV-8电视,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/6718199708332952607/1.m3u8?stbId=005303FF00010060000100E400EDD522&channel-id=shvoolive&Contentid=6718199708332952607&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=6718199708332952607&owchid=shvoolive&owsid=5415971579531545952&AuthInfo=dIshjDc3shv8ei%2BWF5V%2F4V6lf0HKCsUdpGR8CeY5ZvwhPD49%2ByoYvwp35mAdL%2Fiv3IhMa6%2BWOwlWxbCOH9ParUjWZpISKyxZZPoQtekRP1dMl%2BCp9T%2BIEdj1ckDKKfLV
CCTV-8电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225608/index.m3u8
CCTV-8电视,http://39.134.168.91/PLTV/1/224/3221225562/index.m3u8
CCTV-8电视,http://121.31.30.91:8085/ysten-business/live/cctv-8/1.m3u8
CCTV-8电视,http://39.134.176.148/PLTV/88888888/224/3221226330/index.m3u8
CCTV-8电视,http://117.169.124.36:6610/ysten-businessmobile/live/cctv-8/1.m3u8
CCTV-8电视,http://223.110.247.161:6610/cntv/live1/-2500k-1080P-cctv8/-2500k-1080P-cctv8
CCTV-9纪录,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000014583/1.m3u8?stbId=005303FF00010060000100E400EDD522&channel-id=ystenlive&Contentid=1000000001000014583&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000001000014583&owchid=ystenlive&owsid=7167961579531601678&AuthInfo=dIshjDc3shv8ei%2BWF5V%2F4V6lf0HKCsUdpGR8CeY5Zvyu3lLj0NrV6tPDBIsVEpn34sImpRHeOmdxmKUDLs1%2BcZ4JMWbvuFdY7IsuWCFdW392C%2BvFQjyH4LwQq4yRWFvT
CCTV-9纪录,http://120.221.5.113:8089/PLTV/88888888/224/3221225759/index.m3u8
CCTV-9纪录,http://39.135.135.30/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-9纪录,http://112.17.40.140/PLTV/88888888/224/3221226156/index.m3u8
CCTV-9纪录,http://121.31.30.87:8085/ysten-business/live/cctv-news/1.m3u8
CCTV-9纪录,http://112.50.243.8/PLTV/88888888/224/3221225820/1.m3u8
CCTV-10科教,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/5505774374187257095/1.m3u8?stbId=005301FF001589101611549359B928C9&channel-id=shvoolive&Contentid=5505774374187257095&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=5505774374187257095&owchid=shvoolive&owsid=1848841579531638041&AuthInfo=2TOfGIahP4HrGWrHbpJXVO9dhnpYCD6yZADsu%2BE3e1z0TmJ04Et2oauQoqLXutIbfy6yerDX1KNDnX4OGB2ZvZf3QlZMt7Oj%2B5HhHlpl0nNoTgXky6K2iYWb1eX3xCek
CCTV-10科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10科教,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225814/1.m3u8
CCTV-10科教,http://112.17.40.140/PLTV/88888888/224/3221226199/index.m3u8
CCTV-10科教,http://117.156.28.21/PLTV/88888888/224/3221225718/index.m3u8
CCTV-10科教,http://120.221.5.101:8089/PLTV/88888888/224/3221225761/index.m3u8
CCTV-11戏曲,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225815/1.m3u8
CCTV-11戏曲,http://112.50.243.8/PLTV/88888888/224/3221225815/1.m3u8
CCTV-11戏曲,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000019789/1.m3u8?stbId=005301FF001589101611549359B96031&channel-id=ystenlive&Contentid=1000000002000019789&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000002000019789&owchid=ystenlive&owsid=5070431579531812673&AuthInfo=2TOfGIahP4HrGWrHbpJXVDOD3a2KOxiKxQ3OD0iK1ACjKNizoRlMOkuvsTe1URoeoCCSRcfgLDg%2FiG7BT3%2BNlEIMer5%2BuzAqyByddFhoQVMoMRKerLoSM5qM9Az%2Bea7u
CCTV-12社会,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV-12社会,http://120.221.5.101:8089/PLTV/88888888/224/3221225763/index.m3u8
CCTV-13新闻,http://39.134.157.205/PLTV/88888888/224/3221225597/index.m3u8
CCTV-13新闻,http://112.50.243.8/PLTV/88888888/224/3221225817/1.m3u8
CCTV-13新闻,http://39.135.135.58/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225599/index.m3u8
CCTV-13新闻,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225817/1.m3u8
CCTV-14少儿,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/5554452538079056392/1.m3u8?stbId=005301FF001589101611549359B92F26&channel-id=shvoolive&Contentid=5554452538079056392&mos=jbjhhzstsl&livemode=1&proto=7&version=1.0&owaccmark=5554452538079056392&owchid=shvoolive&owsid=1386521579531934459&AuthInfo=2TOfGIahP4HrGWrHbpJXVPo6e%2BHF%2BrVo6xQQtyKDSuraKH2KM768ZNQcj3PAdtOdSSlj5RtbM3onnzvUC8Txgj%2BRYROAJoRcjfZ4YOPHclFuVVM2CqA1FqqLFpU5t7y%2B
CCTV-14少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV-14少儿,http://39.134.157.205/PLTV/88888888/224/3221225609/index.m3u8
CCTV-14少儿,http://117.148.187.37/PLTV/88888888/224/3221226126/index.m3u8
CCTV-15音乐,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000008163/1.m3u8?stbId=005301FF00158910000000212621B0EF&channel-id=ystenlive&Contentid=1000000002000008163&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000002000008163&owchid=ystenlive&owsid=8159411579531758075&AuthInfo=2TOfGIahP4HrGWrHbpJXVCfBjPWQNL5VnKaoeN%2FnWIWjKNizoRlMOkuvsTe1URoev67GfI1oIH4w2vVjbaVRzv3Enx1RBixVDhCnZtdnlMixFs9te0%2Bpvr2OpfN5d0VT
CCTV-15音乐,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV-15音乐,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5?体育,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000020505/1.m3u8?stbId=005301FF001589101611549359B92F26&channel-id=ystenlive&Contentid=1000000001000020505&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000001000020505&owchid=ystenlive&owsid=3007521579531929012&AuthInfo=2TOfGIahP4HrGWrHbpJXVPo6e%2BHF%2BrVo6xQQtyKDSuqu3lLj0NrV6tPDBIsVEpn3e3h8FJNoRfXgk2fJ%2B8A%2BC9FKxw7DogGmhnFazyXoBZJZPx01aV9Q%2Bs%2B%2FVnd4tZOQ
CCTV-5?体育,http://120.221.5.101:8089/PLTV/88888888/224/3221225781/index.m3u8
CCTV-5?体育,http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8
CCTV-17农业,http://121.18.168.149/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000005000056836/1.m3u8?stbId=005301FF001589101611549359B9325E&channel-id=ystenlive&Contentid=1000000005000056836&mos=jbjhhzstsl&livemode=1&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=9164551579532003738&AuthInfo=2TOfGIahP4HrGWrHbpJXVGO0L8hMYc%2BQSE26r5BPa9COQyZOTKfJypXfULnzEX8ov4wHfTVtjr5%2BH1gBPIHFdZVbPTqDjqKmcARryOXhfL7mPOk1Na7QiYpdWHg0hz19
CCTV-17农业,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17农业,http://120.221.5.113:8089/PLTV/88888888/224/3221226093/index.m3u8
CCTV-17农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-17农业,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226990/1.m3u8
CCTV-4K超清,http://39.134.176.148/PLTV/88888888/224/3221226758/index.m3u8
CCTV-4K超清,http://112.17.40.12/PLTV/88888888/224/3221226758/1.m3u8
CCTV-4K超清,http://112.17.40.140/PLTV/88888888/224/3221226758/index.m3u8
CCTV-4K超清,http://117.148.187.83/PLTV/88888888/224/3221226758/index.m3u8
卫视频道,#genre#
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225518/index.m3u8
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225516/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225506/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225522/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225514/index.m3u8
安徽卫视,http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225526/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225532/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225534/index.m3u8
天津卫视,http://39.134.168.91/PLTV/1/224/3221225594/index.m3u8
兵团卫视,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8
东南卫视,http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225530/index.m3u8
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225544/index.m3u8
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225546/index.m3u8
江西卫视,http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8
辽宁卫视,http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225542/index.m3u8
重庆卫视,http://39.134.168.91/PLTV/1/224/3221225576/index.m3u8
龙江卫视,http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8
龙江卫视,http://39.134.168.91/PLTV/1/224/3221225538/index.m3u8
河南卫视,http://39.134.168.91/PLTV/1/224/3221225584/index.m3u8
甘肃卫视,http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8
广西卫视,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8
贵州卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=41&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
河北卫视,http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8
吉林卫视,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
山西卫视,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8
陕西卫视,http://39.134.168.91/PLTV/1/224/3221225628/index.m3u8
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/1.m3u8
厦门卫视,http://39.134.168.91/PLTV/1/224/3221225640/index.m3u8
四川卫视,http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8
云南卫视,http://39.134.168.91/PLTV/1/224/3221225632/index.m3u8
海南卫视,http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8
宁夏卫视,http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8
青海卫视,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
内蒙卫视,http://39.134.168.91/PLTV/1/224/3221225626/index.m3u8
西藏卫视,http://39.134.168.91/PLTV/1/224/3221225648/index.m3u8
新疆卫视,http://223.110.247.161:6610/gitv/live1/G_XINJIANG/G_XINJIANG
新疆卫视,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
,
河南都市,http://123.163.119.21:9601/live/live2/500K/tzwj_video.m3u8
河南民生,http://123.163.119.21:9601/live/live3/500K/tzwj_video.m3u8
河南法治,http://123.163.119.21:9601/live/live4/500K/tzwj_video.m3u8
河南电视剧,http://123.163.119.21:9601/live/live5/500K/tzwj_video.m3u8
梨园,http://117.158.206.60:9080/live/lypd.m3u8
梨园,http://hnnz.chinashadt.com:1935/live/1004.stream/playlist.m3u8
河南人文地理,http://117.158.206.60:9080/live/renwendili.m3u8
河南移动戏曲宝,http://117.158.206.60:9080/live/xqb.m3u8

5G咪咕视频,http://117.136.154.98/PLTV/88888888/224/3221225724/index.m3u8
5G咪咕视频,http://117.136.154.98/PLTV/88888888/224/3221225736/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8 
CHC家庭影院,http://61.160.152.55/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://hd1.91kds.cn/b9/aishang.m3u8?id=chcjt
CHC电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8 
CHC电影,http://61.160.152.55/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240325_1
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8 
CHC动作电影,http://61.160.152.55/live.aishang.ctlcdn.com/00000110240324_1/encoder/0/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://hd1.91kds.cn/b9/aishang.m3u8?id=chcdz
BesTV4K超清,http://117.148.187.37/PLTV/88888888/224/3221226718/index.m3u8
BesTV4K超清,http://117.148.187.83/PLTV/88888888/224/3221226718/index.m3u8
BesTV超级体育,http://112.17.40.145/PLTV/88888888/224/3221226594/index.m3u8
BesTV超级体育,http://117.136.154.98/PLTV/88888888/224/3221225791/index.m3u8
BesTV超级体育,http://117.136.154.98/PLTV/88888888/224/3221225809/index.m3u8
BesTV电影频道,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
BesTV精品电影,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
BesTV动画频道,http://101.71.255.229:6610/zjhs/2/10043/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CIBN系列,#genre#
CIBN综合,http://v.iam7.cn/iptv/cibn.php?code=DianJing
CIBN电影,http://v.iam7.cn/iptv/cibn.php?code=DianYing
CIBN嗨播,http://v.iam7.cn/iptv/cibn.php?code=LvYou
CIBN军事,http://v.iam7.cn/iptv/cibn.php?code=YinYue
CIBN生活,http://v.iam7.cn/iptv/cibn.php?code=YouXi
CIBN汽车,http://v.iam7.cn/iptv/cibn.php?code=QiChe
CIBN健康,http://v.iam7.cn/iptv/cibn.php?code=JianKang
CIBN新知,http://v.iam7.cn/iptv/cibn.php?code=FengShang
CIBN映画,http://v.iam7.cn/iptv/cibn.php?code=TiYu
CIBN映画,http://v.iam7.cn/iptv/cibn.php?code=361
CIBN好物,http://v.iam7.cn/iptv/cibn.php?code=178
CIBN好莱坞,http://v.iam7.cn/iptv/cibn.php?code=ZongHe
CIBN微电影,http://v.iam7.cn/iptv/cibn.php?code=WeiDianYing
CIBN纪录片,http://v.iam7.cn/iptv/cibn.php?code=JiLuPian
CIBN真人秀,http://v.iam7.cn/iptv/cibn.php?code=LuShi
CIBN全电竞,http://v.iam7.cn/iptv/cibn.php?code=115
CIBN院线大片,http://v.iam7.cn/iptv/cibn.php?code=DanJi
CIBN精品影院,http://v.iam7.cn/iptv/cibn.php?code=JingPin
CIBN流金岁月,http://v.iam7.cn/iptv/cibn.php?code=Shoucang
CIBN情感影院,http://v.iam7.cn/iptv/cibn.php?code=QingGan
CIBN喜剧影院,http://v.iam7.cn/iptv/cibn.php?code=TongBu
CIBN古装剧场,http://v.iam7.cn/iptv/cibn.php?code=ZongYi
CIBN骄阳剧场,http://v.iam7.cn/iptv/cibn.php?code=JingDian
CIBN炫佳动漫,http://v.iam7.cn/iptv/cibn.php?code=DongMan
CIBN童学世界,http://v.iam7.cn/iptv/cibn.php?code=ReBo
CIBN艺术院线,http://v.iam7.cn/iptv/cibn.php?code=YingXiong
CIBN风尚运动,http://v.iam7.cn/iptv/cibn.php?code=DuShi
CIBN文旅中国,http://v.iam7.cn/iptv/cibn.php?code=MeiZhuang
CIBN时尚生活,http://v.iam7.cn/iptv/cibn.php?code=DongLinFaYin
CIBN经典剧场,http://v.iam7.cn/iptv/cibn.php?code=DOTA2
CIBN动作影院,http://v.iam7.cn/iptv/cibn.php?code=ShengHuo
CIBN热卖推荐,http://v.iam7.cn/iptv/cibn.php?code=400
CIBN品质生活,http://v.iam7.cn/iptv/cibn.php?code=1
CIBN动漫剧场,http://v.iam7.cn/iptv/cibn.php?code=QinZi
CIBN家居用品,http://v.iam7.cn/iptv/cibn.php?code=jiayougouwu
CIBN精品收藏,http://v.iam7.cn/iptv/cibn.php?code=501
CIBN低价秒杀,http://v.iam7.cn/iptv/cibn.php?code=300
CIBN家装精选,http://v.iam7.cn/iptv/cibn.php?code=301
CIBN美食厨房,http://v.iam7.cn/iptv/cibn.php?code=302
CIBN斗牛财经,http://v.iam7.cn/iptv/cibn.php?code=126
CIBN中国交通,http://v.iam7.cn/iptv/cibn.php?code=7
CIBN环球奇观,http://v.iam7.cn/iptv/cibn.php?code=8
CIBN老陈座谈,http://v.iam7.cn/iptv/cibn.php?code=136
CIBN全球歌曲,http://v.iam7.cn/iptv/cibn.php?code=338
CIBN流行榜单,http://v.iam7.cn/iptv/cibn.php?code=155
CIBN经典乐场,http://v.iam7.cn/iptv/cibn.php?code=162
CIBN女团专场,http://v.iam7.cn/iptv/cibn.php?code=208
CIBN音乐综艺,http://v.iam7.cn/iptv/cibn.php?code=145
CIBN经典音乐,http://v.iam7.cn/iptv/cibn.php?code=128
CIBN古典音乐,http://v.iam7.cn/iptv/cibn.php?code=78
CIBN莎翁戏剧,http://v.iam7.cn/iptv/cibn.php?code=68
DOX系列,#genre#
DOX映画,http://39.135.9.77:80/gz.ucdn.10086.cn/PLTV/88888888/224/3221226039//index.m3u8?fmt=ts2hls
DOX新知,http://39.135.9.77:80/gz.ucdn.10086.cn/PLTV/88888888/224/3221226014/1/index.m3u8?fmt=ts2hls
DOX新艺,http://39.135.9.77:80/gz.ucdn.10086.cn/PLTV/88888888/224/3221226017/1/index.m3u8?fmt=ts2hls
DOX雅趣,http://39.135.9.77:80/gz.ucdn.10086.cn/PLTV/88888888/224/3221226042/1/index.m3u8?fmt=ts2hls
DOX怡家,http://39.135.9.77:80/gz.ucdn.10086.cn/PLTV/88888888/224/3221226016/1/index.m3u8?fmt=ts2hls
GTV系列,#genre#
G+TV 4K,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221226019/1/index.m3u8?fmt=ts2hls
G+TV 1,http://39.135.9.77/gz.ucdn.10086.cn//PLTV/88888888/224/3221226014/1/index.m3u8?fmt=ts2hls
G+TV 2,http://39.135.9.77/gz.ucdn.10086.cn//PLTV/88888888/224/3221226016/1/index.m3u8?fmt=ts2hls
G+TV 4,http://39.135.9.77/gz.ucdn.10086.cn//PLTV/88888888/224/3221226017/1/index.m3u8?fmt=ts2hls
